현재 크롤링 페이지,title,작성시간,조회수,추천수,비추천수,링크,본문,댓글
2,가평대성리파크골프장,2024-09-27 10:20:30,조회 수 42,0,0,https://stocker.kr/stock_discuss/356991/page/2,"[""공이똑바로쳐서가야되는데공이자꾸만엉뚱한대로만간다. 그래서파크골프공이자꾸만엉뚱한대로가서 중심을잃게되었다.~~{파크골프장}파크골프요즘잘치는사람도있기도한다. 파크골프를잘쳐서홀을넣는사람도있기도한다. 진짜로홀을넣어서꼬링시키는사람도 진짜로있기도한다.나도한번파크골프를한번하면재미있긴 재밌다. 파크골도재밌어서계속치기도한다."", ""그런데파크골프공은절대로사람있는데절대로공을치면사람이다칠수가있다. 절대로사람있을때는절대로공을절대로쳐서는안된다.""]",[]
2,요즘 장에 주목해야할 종목들,2024-09-26 14:57:35,조회 수 70,0,0,https://stocker.kr/stock_discuss/356983/page/2,"[""⏺#반도체 (한미반도체,주성엔지니어링,HPSP,제주반도체,이수페타시스,어보브반도체, 오픈엣지테크놀로지 , 가온칩스,퀄리타스반도체,에이직랜드)"", ""⏺#전선 전기(제룡전기,LS ELECTRIC,삼화전기,HD현대일렉트릭,일지니전기,세명전기 , 가온전선, 대한전선,대원전선, 한전산업)"", ""⏺#조선해운( HD현대마린솔루션,흥아해운,대한해운,stx그린로지스,현대힘스)"", ""⏺#방산 (한화에어로스페이스, LIG넥스원, 아이쓰리시스템, 현대로템 ,코츠테크놀러지)"", ""⏺#AI (폴라리스오피스,이스트소프트,플리토,셀바스AI, 코난테크놀러지,마음AI 솔트룩스)"", ""⏺#로봇 (두산로보틱스,이랜시스  티로보틱스,뉴로메카,에스피지,레인보우로보틱스,유일로보틱스,에스비비테크,에스피시스템스,로보로보,로보스타,코닉오토메이션,케이엔알시스템)"", ""⏺#동해유전(한국가스공사,포스코인터내셔널,웨이버스, 동양철관,동방)"", ""⏺#비만치료제 (펩트론,인벤티지랩,디앤디파마텍,대봉엘에스)"", ""⏺#전기차화재 (태성,그리드위즈,삼기이브이,한농화성,이브이첨단소재,이수스페셜티케미컬,씨아이에스,레몬)"", ""⏺#STO (핑거, 갤럭시아에스엠, 갤럭시아머니트리 ,한국정보인증, 유라클, 뱅크웨어글로벌)"", ""⏺#미국대선( 우리바이오,오성첨단소재,현대약품, 명문제약,일신석재,에스와이스틸텍)\n——————————-"", ""오전에 집중할 섹터/테마"", ""반도체 , 전선전기, 개별테마"", """", ""https://naver.me/GZZR8Z13"", """", """", ""매일 정리해서 올려요"", """"]",[]
2,안녕하세요 반갑습니다,2024-09-21 21:49:54,조회 수 55,0,0,https://stocker.kr/stock_discuss/356717/page/2,"[""안녕하세요 반갑습니다.""]",[]
2,애들아 이제 돈 벌자,2024-08-21 15:51:51,조회 수 78,1,1,https://stocker.kr/stock_discuss/355817/page/2,"[""믿거나 말거나 인데\n이 사람 통해서\n200으로 500 1달 만에 만들었어\n실적 때문에 홍보 해달라길래 남겨\n무료여서 좋더라고 \n필요한 사람들 내 닉네임 대고 수익 봐"", ""텔레 아이디:ujungmw""]",[]
2,수익,2024-08-09 09:07:08,조회 수 63,1,1,https://stocker.kr/stock_discuss/355149/page/2,"[""어제 주식,코인 완전 망가졌고"", ""오늘 반등이 조금 있는데"", ""아직 끝나지 않았고"", ""종목 선정 마쳤습니다"", ""도움 드릴 테니 수익 잘 보면"", ""구독만 부탁 드립니다."", ""https://t.me/ujungmw"", """", """"]",[]
2,주식계좌 -에서 +로 전환하는법,2024-08-08 17:52:33,조회 수 56,1,1,https://stocker.kr/stock_discuss/355144/page/2,"[""어제 주식,코인 완전 망가졌고"", ""오늘 반등이 조금 있는데"", ""아직 끝나지 않았고"", ""종목 선정 마쳤습니다"", ""도움 드릴 테니 수익 잘 보면"", ""구독만 부탁 드립니다."", ""https://t.me/ujungmw"", """", """"]",[]
2,요즘 같은 하락장에서 이겨내는법,2024-08-07 15:53:56,조회 수 52,1,1,https://stocker.kr/stock_discuss/355131/page/2,"[""어제 주식,코인 완전 망가졌고"", ""오늘 반등이 조금 있는데"", ""아직 끝나지 않았고"", ""종목 선정 마쳤습니다"", ""도움 드릴 테니 수익 잘 보면"", ""구독만 부탁 드립니다."", ""https://t.me/ujungmw"", """", """"]",[]
2,수익 보는법,2024-08-06 13:46:10,조회 수 42,1,1,https://stocker.kr/stock_discuss/355115/page/2,"[""어제 주식,코인 완전 망가졌고"", ""오늘 반등이 조금 있는데"", ""아직 끝나지 않았고"", ""종목 선정 마쳤습니다"", ""도움 드릴 테니 수익 잘 보면"", ""구독만 부탁 드립니다."", ""https://t.me/ujungmw"", """", """"]",[]
2,하락장에서 살아남는법,2024-08-06 09:21:29,조회 수 45,1,1,https://stocker.kr/stock_discuss/355093/page/2,"[""오늘 주식,코인 완전 망가졌네요\n근데 그 많은 코인 다 하락했는데\n딱 테더만 올랐습니다\n왜 일까요?\n옵션거래로 수익 보는 거 같은데\n같이 공유하겠습니다"", ""https://t.me/ujungmw"", """", """"]",[]
2,하락장에서 수익 보는 법,2024-08-05 18:50:13,조회 수 46,1,1,https://stocker.kr/stock_discuss/355089/page/2,"[""오늘 주식,코인 완전 망가졌네요\n근데 그 많은 코인 다 하락했는데\n딱 테더만 올랐습니다"", ""이유가 뭘까요?"", ""남들이랑은 다르게 투자하셔야합니다"", ""옵션거래로 수익 보는 거 같은데\n같이 공유하겠습니다\n\nhttps://t.me/ujungmw"", """", """"]",[]
2,하락장에서 살아남는법,2024-08-05 18:17:56,조회 수 52,1,1,https://stocker.kr/stock_discuss/355085/page/2,"[""오늘 주식,코인 완전 망가졌네요\n근데 그 많은 코인 다 하락했는데\n딱 테더만 올랐습니다\n왜 일까요?\n옵션거래로 수익 보는 거 같은데\n같이 공유하겠습니다"", ""https://t.me/ujungmw"", """", """"]",[]
2,2024년 7월 16일 상승률 TOP30,2024-07-16 19:30:31,조회 수 221,2,1,https://stocker.kr/stock_discuss/354827/page/2,"[""1. 라파스(29.96%) : 대원제약과 붙이는 비만치료제'DW-1022' 개발 진행 사실 재부각에 상한가\n\n2. 신신제약(29.91%) : 마이크로니들 기반 비만·탈모 치료제 개발 추진 이력 재부각 등에 상한가\n\n3. 케이엔에스(29.91%) : 상승 이유 알 수 없음\n\n4. 이원컴포텍(29.71%) : 상승 이유 알 수 없음\n\n5. 에스와이스틸텍(27.65%) : 우크라이나, 11월 평화회의에 러시아 대표단 초청 의사 및 트럼프 당선 가능성 확대 등에 우크라이나 재건 테마 상승 속 급등\n\n6. 한국주강(26.53%) : 트럼프 당선 가능성 확대 속 남북 경협주 부각에 급등\n\n7. 갤럭시아머니트리(25.44%) : 트럼프 총격 영향 속 비트코인 가격 상승세 지속 등에 일부 가상화폐(비트코인 등) 테마 상승 속 급등\n\n8. 갤럭시아에스엠(23.15%) : 트럼프 당선 가능성 확대에 비트코인 테마 상승 속 급등\n\n9. 네오리진(21.86%) : 상승 이유 알 수 없음\n\n10. 씨엔플러스(21.56%) : 상승 이유 알 수 없음\n\n11. 피코그램(21.26%) : 체코 30조 원전 수출 기대감 속 원자력발전소 핵심 방사선 융합기술 부각에 급등\n\n12. 제너셈(19.4%) : SK하이닉스에 차세대 하이브리드본딩용 HBM 장비 공급 소식에 급등"", """", ""13. 휴림네트웍스(19.17%) : 우크라이나, 11월 평화회의에 러시아 대표단 초청 의사 및 트럼프 당선 가능성 확대 등에 우크라이나재건 테마 상승 속 급등\n\n출처. 주식뉴스! https://stockinfo7.com\n\n14. 아이엠비디엑스(18.92%) : 글로벌 빅파마 AZ와 ADC 협업 논의 기대감 지속에 급등\n\n15. 브릿지바이오테라퓨틱스(17.83%) : 상승 이유 알 수 없음\n\n16. 아이큐어(17.52%) : 자회사 커서스바이오, 한양대와 선택적 비만 유전자 치료제 기술 이전 계약 체결 이력 재부각에 급등\n\n17. 폴라리스AI(16.01%) : 트럼프 당선 가능성 확대 속 트럼프 AI 대선 공약 부각에 급등\n\n18. 삼부토건(15.8%) : 남북경협 및 우크라이나 재건, 건설 중소형 테마 상승 속 급등\n\n19. 케이바이오(15.29%) : 상승 이유 알 수 없음\n\n20. 성광벤드(15.21%) : 200억 규모 자사주 매입 공시에 급등\n\n21. 대원제약(14.75%) : 라파스와 붙이는 비만치료제 'DW-1022' 개발 진행 사실 재부각에 급등\n\n22. 캐스텍코리아(13.31%) : 상반기 자동차수출 2년 연속 최대 실적 경신 소식 등에 일부 자동차부품 테마 상승 속 급등\n\n23. 애머릿지(12.03%) : 상승 이유 알 수 없음\n\n24. 해성옵틱스(11.68%) : ESL(전자가격표시기) 신사업 본격화 소식에 급등\n\n25. HD현대건설기계(11.07%) : 우크라이나, 11월 평화회의에 러시아 대표단 초청 의사 및 트럼프 당선 가능성 확대 등에 건설기계/우크라이나 재건 테마 상승 속 급등\n\n26. CNH(10.68%) : 상승 이유 알 수 없음\n\n27. 디케이티(9.3%) : 사업 다각화에 따른 실적 성장 기대감 등에 급등\n\n28. STX중공업(9.27%) : 공정위, HD한국조선해양의 동사 인수 '조건부승인' 소식에 급등\n\n29. 한선엔지니어링(9.23%) : 동해 심해 가스전 첫 시추지로 '대왕고래' 선정 소식에 동해 석유·가스전 관련주 상승 속 급등"", """", """", """", ""30. 현대엘리베이(9.1%) : 트럼프 당선 가능성 확대 모멘텀 지속 등에 남북경협 테마 상승 속 급등\n\n\n\n\n[경협/재건 관련주]\n에스와이스틸텍 한국주강 휴림네트웍스 삼부토건 HD현대건설기계 현대엘리베이\n\n[제약/바이오 관련주]\n라파스 신신제약 아이엠비디엑스 브릿지바이오테라퓨틱스 아이큐어 케이바이오 대원제약""]",[]
3,2024년 7월 11일 상승률 TOP30,2024-07-11 20:31:48,조회 수 46,1,1,https://stocker.kr/stock_discuss/354764/page/3,"[""1. 라파스(29.99%) : 일부 비만치료제 테마 상승 속패치형 비만치료제 임상 1상 10월 종료 기대감에 상한가\n\n2. 코아시아씨엠(29.98%) : 삼성전자, AI 폴더블폰 갤럭시 Z폴드6·Z플립6 공개 등에 휴대폰부품 테마 상승 속 상한가\n\n3. 대한뉴팜(23.55%) : 투자사 카스피안 선라이즈, 석유 시추 성공 소식에 급등\n\n4. 압타바이오(19.38%) : 상승 이유 알 수 없음\n\n5. 샤페론(18.72%) : 일부 비만치료제 테마 상승 속 경구용 '비만 치료제' 개발 성공 및 전임상 단계 진입 소식 재부각에 급등\n\n6. 시프트업(18.33%) : 신규 상장 첫날 급등\n\n7. 와이엠텍(17.43%) : 삼성SDI, 1조 잭팟 소식 속 국내 최초 ESS향 EV 릴레이 공급 부각 지속에 급등\n\n8. 제주맥주(16.08%) : 中 설화맥주 국내 유통 사실 부각 속 경영정상화 기대감에 급등"", """", ""9. 엔피(16.07%) : 삼성전자, 올해 XR 플랫폼 출시 예정 소식 등에 메타버스 테마 상승 속 급등\n\n10. 휴림네트웍스(15.88%) : 상승 이유 알 수 없음\n\n11. 코아스(15.09%) : 최대주주 변경 수반 주식양수도 계약 체결 모멘텀 지속 등에 급등\n\n12. 소니드(13.42%) : 파트너사 리사이클리코, 블랙 파우더 생산·판매 본격화 소식에 급등\n\n13. 씨씨에스(13.25%) : 상승 이유 알 수 없음\n\n출처. 주식뉴스! https://stockinfo7.com\n\n14. 알체라(13.12%) : 삼성전자, 올해 XR 플랫폼 출시 예정 소식 등에 메타버스 테마 상승 속 급등\n\n15. 올릭스(12.18%) : 비만치료제 위고비, 국내 품질검사 돌입 소식 속 일부 비만치료제 테마 상승 속 급등\n\n16. 애머릿지(11.51%) : 상승 이유 알 수 없음\n\n17. 홈캐스트(11.3%) : 상승 이유 알 수 없음\n\n18. 아이오케이(11.11%) : 50억원 규모 사모 전환사채권 발행 결정 모멘텀 지속 속 급등\n\n19. SG글로벌(10.7%) : 상승 이유 알 수 없음\n\n20. 한온시스템(9.57%) : 상승 이유 알 수 없음\n\n21. 한양증권(9.32%) : 2분기 실적 컨센서스 상회 전망 및 주주환원정책 기대감 등에 증권 테마 상승 속 급등\n\n22. 덱스터(8.92%) : 삼성전자, 올해 XR 플랫폼 출시 예정 소식 등에 메타버스/XR 테마 상승 속 강세\n\n23. 미래에셋생명(8.87%) : 상승 이유 알 수 없음\n\n24. 맥스트(8.7%) : 삼성전자,올해 XR 플랫폼 출시 예정 소식 등에 메타버스/XR 테마 상승 속 강세\n\n25. 바이오니아(8.2%) : 콜롬비아에 코스메르나 독점 공급 소식에 강세\n\n26. 램테크놀러지(8.17%) : OLED(유기 발광 다이오드) 테마 및 일부 반도체 관련주 상승 속 90.00억원 규모 신규시설 투자 결정에 강세\n\n27. 포바이포(8.14%) : 영상콘텐츠 테마 상승 속 AI솔루션 '픽셀' 인도네시아 공급 소식 등에 강세"", """", """", """", ""28. 라온텍(8.11%) : 삼성전자, 올해 XR 플랫폼 출시 예정 소식 등에 메타버스/XR 테마 상승 속 강세\n\n29. 윙입푸드(7.98%) : 상승 이유 알 수 없음\n\n30. 선익시스템(7.94%) : 삼성전자, 올해 XR 플랫폼 출시 예정 소식 등에 메타버스/XR 테마 상승 속 강세\n\n\n\n[비만치료제 관련주]\n라파스 샤페론 올릭스\n\n[XR 관련주]\n엔피 알체라 덱스터 맥스트 포바이포 라온텍 선익시스템""]",[]
